700|0.0002090|146.0568|0|0|18.0| SAT_1
700|0.0002090|146.0568|45|0|18.0| SAT_2
700|0.0002090|146.0568|90|0|18.0| SAT_3
700|0.0002090|146.0568|135|0|18.0| SAT_4
700|0.0002090|146.0568|180|0|18.0| SAT_5
700|0.0002090|146.0568|225|0|18.0| SAT_6
700|0.0002090|146.0568|270|0|18.0| SAT_7
700|0.0002090|146.0568|315|0|18.0| SAT_8
700|0.0002090|56.0568|0|45|18.0| SAT_9
700|0.0002090|56.0568|45|45|18.0| SAT_10
700|0.0002090|56.0568|90|45|18.0| SAT_11
700|0.0002090|56.0568|135|45|18.0| SAT_12
700|0.0002090|56.0568|180|45|18.0| SAT_13
700|0.0002090|56.0568|225|45|18.0| SAT_14
700|0.0002090|56.0568|270|45|18.0| SAT_15
700|0.0002090|56.0568|315|45|18.0| SAT_16
700|0.0002090|146.0568|0|90|18.0| SAT_17
700|0.0002090|146.0568|45|90|18.0| SAT_18
700|0.0002090|146.0568|90|90|18.0| SAT_19
700|0.0002090|146.0568|135|90|18.0| SAT_20
700|0.0002090|146.0568|180|90|18.0| SAT_21
700|0.0002090|146.0568|225|90|18.0| SAT_22
700|0.0002090|146.0568|270|90|18.0| SAT_23
700|0.0002090|146.0568|315|90|18.0| SAT_24
700|0.0002090|56.0568|0|135|18.0| SAT_25
700|0.0002090|56.0568|45|135|18.0| SAT_26
700|0.0002090|56.0568|90|135|18.0| SAT_27
700|0.0002090|56.0568|135|135|18.0| SAT_28
700|0.0002090|56.0568|180|135|18.0| SAT_29
700|0.0002090|56.0568|225|135|18.0| SAT_30
700|0.0002090|56.0568|270|135|18.0| SAT_31
700|0.0002090|56.0568|315|135|18.0| SAT_32
700|0.0002090|146.0568|0|180|18.0| SAT_33
700|0.0002090|146.0568|45|180|18.0| SAT_34
700|0.0002090|146.0568|90|180|18.0| SAT_35
700|0.0002090|146.0568|135|180|18.0| SAT_36
700|0.0002090|146.0568|180|180|18.0| SAT_37
700|0.0002090|146.0568|225|180|18.0| SAT_38
700|0.0002090|146.0568|270|180|18.0| SAT_39
700|0.0002090|146.0568|315|180|18.0| SAT_40
700|0.0002090|56.0568|0|225|18.0| SAT_41
700|0.0002090|56.0568|45|225|18.0| SAT_42
700|0.0002090|56.0568|90|225|18.0| SAT_43
700|0.0002090|56.0568|135|225|18.0| SAT_44
700|0.0002090|56.0568|180|225|18.0| SAT_45
700|0.0002090|56.0568|225|225|18.0| SAT_46
700|0.0002090|56.0568|270|225|18.0| SAT_47
700|0.0002090|56.0568|315|225|18.0| SAT_48
700|0.0002090|146.0568|0|270|18.0| SAT_49
700|0.0002090|146.0568|45|270|18.0| SAT_50
700|0.0002090|146.0568|90|270|18.0| SAT_51
700|0.0002090|146.0568|135|270|18.0| SAT_52
700|0.0002090|146.0568|180|270|18.0| SAT_53
700|0.0002090|146.0568|225|270|18.0| SAT_54
700|0.0002090|146.0568|270|270|18.0| SAT_55
700|0.0002090|146.0568|315|270|18.0| SAT_56
700|0.0002090|56.0568|0|315|18.0| SAT_57
700|0.0002090|56.0568|45|315|18.0| SAT_58
700|0.0002090|56.0568|90|315|18.0| SAT_59
700|0.0002090|56.0568|135|315|18.0| SAT_60
700|0.0002090|56.0568|180|315|18.0| SAT_61
700|0.0002090|56.0568|225|315|18.0| SAT_62
700|0.0002090|56.0568|270|315|18.0| SAT_63
700|0.0002090|56.0568|315|315|18.0| SAT_64
