700|0.0002090|56.0568|0|0.0|18.0| SAT_56_0
700|0.0002090|129.0568|0|0.0|18.0| SAT_129_0
700|0.0002090|56.0568|0|11.25|18.0| SAT_56_1
700|0.0002090|129.0568|0|11.25|18.0| SAT_129_1
700|0.0002090|56.0568|0|22.5|18.0| SAT_56_2
700|0.0002090|129.0568|0|22.5|18.0| SAT_129_2
700|0.0002090|56.0568|0|33.75|18.0| SAT_56_3
700|0.0002090|129.0568|0|33.75|18.0| SAT_129_3
700|0.0002090|56.0568|0|45.0|18.0| SAT_56_4
700|0.0002090|129.0568|0|45.0|18.0| SAT_129_4
700|0.0002090|56.0568|0|56.25|18.0| SAT_56_5
700|0.0002090|129.0568|0|56.25|18.0| SAT_129_5
700|0.0002090|56.0568|0|67.5|18.0| SAT_56_6
700|0.0002090|129.0568|0|67.5|18.0| SAT_129_6
700|0.0002090|56.0568|0|78.75|18.0| SAT_56_7
700|0.0002090|129.0568|0|78.75|18.0| SAT_129_7
700|0.0002090|56.0568|0|90.0|18.0| SAT_56_8
700|0.0002090|129.0568|0|90.0|18.0| SAT_129_8
700|0.0002090|56.0568|0|101.25|18.0| SAT_56_9
700|0.0002090|129.0568|0|101.25|18.0| SAT_129_9
700|0.0002090|56.0568|0|112.5|18.0| SAT_56_10
700|0.0002090|129.0568|0|112.5|18.0| SAT_129_10
700|0.0002090|56.0568|0|123.75|18.0| SAT_56_11
700|0.0002090|129.0568|0|123.75|18.0| SAT_129_11
700|0.0002090|56.0568|0|135.0|18.0| SAT_56_12
700|0.0002090|129.0568|0|135.0|18.0| SAT_129_12
700|0.0002090|56.0568|0|146.25|18.0| SAT_56_13
700|0.0002090|129.0568|0|146.25|18.0| SAT_129_13
700|0.0002090|56.0568|0|157.5|18.0| SAT_56_14
700|0.0002090|129.0568|0|157.5|18.0| SAT_129_14
700|0.0002090|56.0568|0|168.75|18.0| SAT_56_15
700|0.0002090|129.0568|0|168.75|18.0| SAT_129_15
700|0.0002090|56.0568|0|180.0|18.0| SAT_56_16
700|0.0002090|129.0568|0|180.0|18.0| SAT_129_16
700|0.0002090|56.0568|0|191.25|18.0| SAT_56_17
700|0.0002090|129.0568|0|191.25|18.0| SAT_129_17
700|0.0002090|56.0568|0|202.5|18.0| SAT_56_18
700|0.0002090|129.0568|0|202.5|18.0| SAT_129_18
700|0.0002090|56.0568|0|213.75|18.0| SAT_56_19
700|0.0002090|129.0568|0|213.75|18.0| SAT_129_19
700|0.0002090|56.0568|0|225.0|18.0| SAT_56_20
700|0.0002090|129.0568|0|225.0|18.0| SAT_129_20
700|0.0002090|56.0568|0|236.25|18.0| SAT_56_21
700|0.0002090|129.0568|0|236.25|18.0| SAT_129_21
700|0.0002090|56.0568|0|247.5|18.0| SAT_56_22
700|0.0002090|129.0568|0|247.5|18.0| SAT_129_22
700|0.0002090|56.0568|0|258.75|18.0| SAT_56_23
700|0.0002090|129.0568|0|258.75|18.0| SAT_129_23
700|0.0002090|56.0568|0|270.0|18.0| SAT_56_24
700|0.0002090|129.0568|0|270.0|18.0| SAT_129_24
700|0.0002090|56.0568|0|281.25|18.0| SAT_56_25
700|0.0002090|129.0568|0|281.25|18.0| SAT_129_25
700|0.0002090|56.0568|0|292.5|18.0| SAT_56_26
700|0.0002090|129.0568|0|292.5|18.0| SAT_129_26
700|0.0002090|56.0568|0|303.75|18.0| SAT_56_27
700|0.0002090|129.0568|0|303.75|18.0| SAT_129_27
700|0.0002090|56.0568|0|315.0|18.0| SAT_56_28
700|0.0002090|129.0568|0|315.0|18.0| SAT_129_28
700|0.0002090|56.0568|0|326.25|18.0| SAT_56_29
700|0.0002090|129.0568|0|326.25|18.0| SAT_129_29
700|0.0002090|56.0568|0|337.5|18.0| SAT_56_30
700|0.0002090|129.0568|0|337.5|18.0| SAT_129_30
700|0.0002090|56.0568|0|348.75|18.0| SAT_56_31
700|0.0002090|129.0568|0|348.75|18.0| SAT_129_31
